# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity code: 8
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664721419894,0.05493164,-0.19342041,-0.96051025,0.484375,1.375,0.3125
1664721419958,0.05859375,-0.19293213,-0.9585571,0.75,1.21875,0.3125
1664721419960,0.057617188,-0.1921997,-0.95758057,0.125,1.109375,0.21875
1664721420024,0.05493164,-0.19268799,-0.9546509,0.6875,1.484375,0.265625
1664721420049,0.056640625,-0.19659424,-0.9595337,0.34375,1.34375,0.203125
1664721420116,0.059326172,-0.18927002,-0.95635986,0.796875,1.40625,0.171875
1664721420119,0.057861328,-0.19195557,-0.9553833,0.984375,1.390625,0.3125
1664721420163,0.052490234,-0.1873169,-0.9570923,0.921875,1.53125,0.265625
1664721420204,0.052490234,-0.18829346,-0.9578247,0.984375,1.421875,0.140625
1664721420273,0.053710938,-0.18927002,-0.95880127,0.765625,1.375,0.359375
1664721420276,0.055908203,-0.18389893,-0.9602661,0.796875,1.375,0.25
1664721420309,0.04663086,-0.18658447,-0.9534302,0.9375,1.328125,0.234375
1664721420402,0.051757812,-0.1831665,-0.96295166,0.921875,1.34375,0.140625
1664721420407,0.057373047,-0.18878174,-0.9561157,0.671875,1.25,0.140625
1664721420444,0.05078125,-0.18682861,-0.9619751,0.390625,1.28125,0.203125
1664721420479,0.055664062,-0.18389893,-0.95562744,0.65625,1.40625,0.125
1664721420562,0.05444336,-0.18707275,-0.96588135,0.703125,1.453125,0.34375
1664721420564,0.052978516,-0.18389893,-0.9585571,0.59375,1.359375,0.21875
1664721420602,0.05029297,-0.17999268,-0.96417236,0.703125,1.21875,0.125
1664721420624,0.048339844,-0.18170166,-0.95758057,0.65625,1.453125,0.15625
1664721420713,0.048339844,-0.17926025,-0.96710205,0.25,1.125,0.296875
1664721420716,0.052246094,-0.18267822,-0.958313,0.71875,1.625,0.09375
1664721420772,0.049804688,-0.17974854,-0.9690552,0.078125,1.15625,0.25
1664721420782,0.049560547,-0.17926025,-0.95513916,0.515625,1.4375,0.234375
1664721420875,0.051513672,-0.175354,-0.960022,0.734375,1.421875,0.3125
1664721420878,0.05444336,-0.17681885,-0.96051025,0.84375,1.46875,0.234375
1664721420922,0.05053711,-0.175354,-0.9678345,0.71875,1.359375,0.28125
1664721420940,0.04711914,-0.17828369,-0.9663696,0.234375,1.28125,0.265625
1664721421061,0.047607422,-0.17437744,-0.9614868,0.265625,1.109375,0.140625
1664721421064,0.043701172,-0.17584229,-0.9570923,0.484375,1.265625,0.15625
1664721421096,0.048095703,-0.17730713,-0.9624634,0.546875,1.28125,0.203125
1664721421163,0.051513672,-0.17364502,-0.9546509,0.4375,1.25,0.28125
1664721421165,0.053710938,-0.17510986,-0.96221924,0.484375,1.25,0.203125
1664721421187,0.045410156,-0.17388916,-0.96099854,0.1875,1.1875,0.265625
1664721421223,0.052490234,-0.17608643,-0.9697876,-0.296875,0.84375,0.21875
1664721421320,0.048095703,-0.17681885,-0.9656372,-1.0,0.90625,0.171875
